"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A lingua franca for concurrent logic programming","H. Taylor","Dept. of Comput. Sci., Heriot-Watt Univ., Edinburgh, UK","IEEE Transactions on Software Engineering","","1992","18","3","225","236","Two of the more important concurrent logic programming languages with nonflat guards are GHC and Parlog. They balance the requirements of having clean semantics and providing good control facilities rather differently, and their respective merits are compared and contrasted. Since concurrent logic programming would benefit from both, but neither language is able to express all the programs expressible in the other language, a lingua franca of these languages is defined and justified. A method is given for translating GHC and Parlog to and from it. The method preserves the arities and execution conditions of each clause. It enables a lingua franca implementation to support both languages transparently, and to provide a simple concurrent logic programming language suitable for programming in its own right.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.126771","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=126771","","Logic programming;Parallel processing;Parallel programming;Bismuth;Computer science","language translation;logic programming;parallel languages;parallel programming","concurrent logic programming languages;nonflat guards;GHC;Parlog;clean semantics;control facilities;lingua franca;execution conditions","","","","21","","","","","","IEEE","IEEE Journals & Magazines"
"A comparison of software project overruns - flexible versus sequential development models","K. Molokken-Ostvold; M. Jorgensen","Simula Res. Lab., Lysaker, Norway; Simula Res. Lab., Lysaker, Norway","IEEE Transactions on Software Engineering","","2005","31","9","754","766","Flexible software development models, e.g., evolutionary and incremental models, have become increasingly popular. Advocates claim that among the benefits of using these models is reduced overruns, which is one of the main challenges of software project management. This paper describes an in-depth survey of software development projects. The results support the claim that projects which employ a flexible development model experience less effort overruns than do those which employ a sequential model. The reason for the difference is not obvious. We found, for example, no variation in project size, estimation process, or delivered proportion of planned functionality between projects applying different types of development model. When the managers were asked to provide reasons for software overruns and/or estimation accuracy, the largest difference was that more of flexible projects than sequential projects cited good requirement specifications-and good collaboration/communication with clients as contributing to accurate estimates.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2005.96","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1514444","Index Terms- Cost estimation;management;project control and modeling;software development models.","Project management;Programming;Costs;Collaborative software;Software engineering;Software development management;Communication system control;Software performance;Contracts;Productivity","project management;formal specification;formal verification;software cost estimation;software development management;software process improvement","software project overruns;software development model;software project management;formal specifications;software cost estimation;project control","","42","","51","","","","","","IEEE","IEEE Journals & Magazines"
"An empirical study of representation methods for reusable software components","W. B. Frakes; T. P. Pole","Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Falls Church, VA, USA; NA","IEEE Transactions on Software Engineering","","1994","20","8","617","630","An empirical study of methods for representing reusable software components is described. Thirty-five subjects searched for reusable components in a database of UNIX tools using four different representation methods: attribute-value, enumerated, faceted, and keyword. The study used Proteus, a reuse library system that supports multiple representation methods. Searching effectiveness was measured with recall, precision, and overlap. Search time for the four methods was also compared. Subjects rated the methods in terms of preference and helpfulness in understanding components. Some principles for constructing reuse libraries. Based on the results of this study, are discussed.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.310671","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=310671","","Software reusability;Software libraries;Databases;Application software;Software quality;Computer languages;Information retrieval;Indexing;Keyword search;Buildings","software reusability;knowledge representation;subroutines","representation methods;reusable software components;UNIX tools;attribute-value;keyword;Proteus;reuse library system;multiple representation;software reuse;experimentation;empirical methods;information storage and retrieval;reuse libraries;component indexing;keyword searching;faceted classification;enumerated classification;component understanding;database","","61","","30","","","","","","IEEE","IEEE Journals & Magazines"
"Selecting Best Practices for Effort Estimation","T. Menzies; Z. Chen; J. Hihn; K. Lum","Department of Computer Science, West Virginia University, Morgantown, WV 26506-610; 941 W. 37th Place, SAL 337, Los Angeles, CA 90089; Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, CA 91109-8099; Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, CA 91109-8099","IEEE Transactions on Software Engineering","","2006","32","11","883","895","Effort estimation often requires generalizing from a small number of historical projects. Generalization from such limited experience is an inherently underconstrained problem. Hence, the learned effort models can exhibit large deviations that prevent standard statistical methods (e.g., t-tests) from distinguishing the performance of alternative effort-estimation methods. The COSEEKMO effort-modeling workbench applies a set of heuristic rejection rules to comparatively assess results from alternative models. Using these rules, and despite the presence of large deviations, COSEEKMO can rank alternative methods for generating effort models. Based on our experiments with COSEEKMO, we advise a new view on supposed ""best practices"" in model-based effort estimation: 1) Each such practice should be viewed as a candidate technique which may or may not be useful in a particular domain, and 2) tools like COSEEKMO should be used to help analysts explore and select the best method for a particular domain","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.114","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4015511","Model-based effort estimation;COCOMO;deviation;data mining.","Best practices;Testing;Statistical analysis;Data mining;Predictive models;Humans;Guidelines;Software safety;Estimation error;Linear regression","data mining;project management;software cost estimation;statistical analysis","effort estimation method;standard statistical method;COSEEKMO toolkit;heuristic rejection rule","","103","","37","","","","","","IEEE","IEEE Journals & Magazines"
"Proactive and Reactive Runtime Service Discovery: A Framework and Its Evaluation","A. Zisman; G. Spanoudakis; J. Dooley; I. Siveroni","City University London, London; City University London, London; University of Essex, Colchester; City University London, London","IEEE Transactions on Software Engineering","","2013","39","7","954","974","The identification of services during the execution of service-based applications to replace services in them that are no longer available and/or fail to satisfy certain requirements is an important issue. In this paper, we present a framework to support runtime service discovery. This framework can execute service discovery queries in pull and push mode. In pull mode, it executes queries when a need for finding a replacement service arises. In push mode, queries are subscribed to the framework to be executed proactively and, in parallel with the operation of the application, to identify adequate services that could be used if the need for replacing a service arises. Hence, the proactive (push) mode of query execution makes it more likely to avoid interruptions in the operation of service-based applications when a service in them needs to be replaced at runtime. In both modes of query execution, the identification of services relies on distance-based matching of structural, behavioral, quality, and contextual characteristics of services and applications. A prototype implementation of the framework has been developed and an evaluation was carried out to assess the performance of the framework. This evaluation has shown positive results, which are discussed in the paper.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2012.84","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6375710","Web-services discovery;composite web services;context-aware QoS model;application development in services","Runtime;Context;Servers;Educational institutions;Database languages;Unified modeling language;Informatics","quality of service;query processing;software quality;ubiquitous computing;Web services","proactive runtime service discovery;reactive runtime service discovery;service identification;service-based applications;service discovery queries execution;pull mode;push mode;replacement service;distance-based matching;structural characteristics;behavioral characteristics;quality characteristics;contextual characteristics;composite Web-services discovery;context-aware QoS model","","16","","62","","","","","","IEEE","IEEE Journals & Magazines"
"An Empirical Study on Views of Importance of Change Impact Analysis Issues","P. Rovegård; L. Angelis; C. Wohlin","Ericsson AB, Karlskrona; Aristotle University of Thessaloniki, Thessaloniki; Blekinge Institute of Technology, Ronneby","IEEE Transactions on Software Engineering","","2008","34","4","516","530","Change impact analysis is a change management activity that previously has been studied much from a technical perspective. For example, much work focuses on methods for determining the impact of a change. In this paper, we present results from a study on the role of impact analysis in the change management process. In the study, impact analysis issues were prioritised with respect to criticality by software professionals from an organisational perspective and a self-perspective. The software professionals belonged to three organisational levels: operative, tactical and strategic. Qualitative and statistical analyses with respect to differences between perspectives as well as levels are presented. The results show that important issues for a particular level are tightly related to how the level is defined. Similarly, issues important from an organisational perspective are more holistic than those important from a self-perspective. However, our data indicate that the self-perspective colours the organisational perspective, meaning that personal opinions and attitudes cannot easily be disregarded. In comparing the perspectives and the levels, we visualise the differences in a way that allow us to discuss two classes of issues: high-priority and medium-priority. The most important issues from this point of view concern fundamental aspects of impact analysis and its execution.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2008.32","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4527253","General;Configuration management process;Qualitative process analysis;General;Configuration management process;Qualitative process analysis","Software systems;Statistical analysis;Data visualization;Life estimation;Programming;Algorithm design and analysis;Automatic control;Process control;Telecommunication control;Engineering management","management of change;software development management","change impact analysis;change management;software professionals;organisational perspective","","45","","21","","","","","","IEEE","IEEE Journals & Magazines"
"Whitening SOA Testing via Event Exposure","C. Ye; H. Jacobsen","University of Toronto, Toronto; University of Toronto, Toronto","IEEE Transactions on Software Engineering","","2013","39","10","1444","1465","Whitening the testing of service-oriented applications can provide service consumers confidence on how well an application has been tested. However, to protect business interests of service providers and to prevent information leakage, the implementation details of services are usually invisible to service consumers. This makes it challenging to determine the test coverage of a service composition as a whole and design test cases effectively. To address this problem, we propose an approach to whiten the testing of service compositions based on events exposed by services. By deriving event interfaces to explore only necessary test coverage information from service implementations, our approach allows service consumers to determine test coverage based on selected events exposed by services at runtime without releasing the service implementation details. We also develop an approach to design test cases effectively based on event interfaces concerning both effectiveness and information leakage. The experimental results show that our approach outperforms existing testing approaches for service compositions with up to 49 percent more test coverage and an up to 24 percent higher fault-detection rate. Moreover, our solution can trade off effectiveness, efficiency, and information leakage for test case generation.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.20","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6495456","Web service composition;white-box testing;event interface;events","Testing;Service-oriented architecture;Books;Runtime;Catalogs;Jacobian matrices","program testing;service-oriented architecture;Web services","SOA testing whitening;service-oriented architecture;event exposure;service consumers;service providers;service composition;test coverage;test case design approach;fault-detection rate;test case generation;information leakage;Web services","","15","","84","","","","","","IEEE","IEEE Journals & Magazines"
"An empirical analysis of c preprocessor use","M. D. Ernst; G. J. Badros; D. Notkin","Dept. of Electr. Eng. & Comput. Sci., MIT, Cambridge, MA, USA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","12","1146","1170","This is the first empirical study of the use of the C macro preprocessor, Cpp. To determine how the preprocessor is used in practice, this paper analyzes 26 packages comprising 1.4 million lines of publicly available C code. We determine the incidence of C preprocessor usage-whether in macro definitions, macro uses, or dependences upon macros-that is complex, potentially problematic, or inexpressible in terms of other C or C++ language features. We taxonomize these various aspects of preprocessor use and particularly note data that are material to the development of tools for C or C++, including translating from C to C++ to reduce preprocessor usage. Our results show that, while most Cpp usage follows fairly simple patterns, an effective program analysis tool must address the preprocessor. The intimate connection between the C programming language and Cpp, and Cpp's unstructured transformations of token streams often hinder both programmer understanding of C programs and tools built to engineer C programs, such as compilers, debuggers, call graph extractors, and translators. Most tools make no attempt to analyze macro usage, but simply preprocess their input, which results in a number of negative consequences; an analysis that takes Cpp into account is preferable, but building such tools requires an understanding of actual usage. Differences between the semantics of Cpp and those of C can lead to subtle bugs stemming from the use of the preprocessor, but there are no previous reports of the prevalence of such errors. Use of C++ can reduce some preprocessor usage, but such usage has not been previously measured. Our data and analyses shed light on these issues and others related to practical understanding or manipulation of real C programs. The results are of interest to language designers, tool writers, programmers, and software engineers.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2002.1158288","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1158288","","Programming profession;Packaging;Pattern analysis;Computer languages;Program processors;Data preprocessing;Computer bugs;Data analysis;Software tools;Design engineering","program processors;C language","empirical analysis;C preprocessor;Cpp;C code;C++;program analysis tool;tool writers;software engineers","","70","","40","","","","","","IEEE","IEEE Journals & Magazines"
"The Effect of Work Environments on Productivity and Satisfaction of Software Engineers","B. Johnson; T. Zimmermann; C. Bird","Department of Computer Science, North Carolina State University, 6798 Raleigh, North Carolina United States 27606 (e-mail: bijohnso@ncsu.edu); Research, Microsoft Corporation, Redmond, Washington United States 98052 (e-mail: tzimmer@microsoft.com); Microsoft Research, Microsoft Corportation, Redmond, Washington United States 98052 (e-mail: cbird@microsoft.com)","IEEE Transactions on Software Engineering","","2019","PP","99","1","1","The physical work environment of software engineers can have various effects on their satisfaction and the ability to get the work done. To better understand the factors of the environment that affect productivity and satisfaction of software engineers, we explored different work environments at Microsoft. We used a mixed-methods, multiple stage research design with a total of 1,159 participants: two surveys with 297 and 843 responses respectively and interviews with 19 employees. We found several factors that were considered as important for work environments: personalization, social norms and signals, room composition and atmosphere, work-related environment affordances, work area and furniture, and productivity strategies. We built statistical models for satisfaction with the work environment and perceived productivity of software engineers and compared them to models for employees in the Program Management, IT Operations, Marketing, and Business Program & Operations disciplines. In the satisfaction models, the ability to work privately with no interruptions and the ability to communicate with the team and leads were important factors among all disciplines. In the productivity models, the overall satisfaction with the work environment and the ability to work privately with no interruptions were important factors among all disciplines. For software engineers, another important factor for perceived productivity was the ability to communicate with the team and leads. We found that private offices were linked to higher perceived productivity across all disciplines.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2019.2903053","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8658138","productivity;satisfaction;physical environments;work environments;software engineering;program management;IT operations;marketing;business program operations","Software;Productivity;Organizations;Software engineering;Interviews;Collaboration;Knowledge engineering","","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Components of Typical Undergraduate Software Engineering Courses: Results from a Survey","L. M. Leventhal; B. T. Mynatt","Department of Computer Science, Bowling Green State University; NA","IEEE Transactions on Software Engineering","","1987","SE-13","11","1193","1198","A survey of undergraduate software engineering courses was conducted. The survey covered the issues of course level, course content, course organization, project characteristics, and department demographics. The descriptive statistics show that the typical course focuses on the software development life cycle and includes a project intended for actual use. The project is carried out by teams of students, with student leaders. A factor analysis disclosed that three different sorts of courses are currently being offered. The most predominant course is the Later-Life Cycle course, which focuses on the later stages of the software life cycle. Detailed design, coding, testing, and maintenance receive in-depth coverage in this style of course, and the student's grades are heavily dependent upon the project. The Early-Life-Cycle course emphasizes requirements analysis, specification, and system design. Written reports are an important component of this course, and the project is again a large portion of the students' grades. The third style of course is the Theoretical-Issues course. Software metrics, project management, and legal and ethical issues are covered. The students are upper level, and they use journal articles as a source of materials. The issues of suitable textbooks and sources of materials and training for teaching user-interface design surfaced as problem areas.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.232869","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702167","Projects;software engineering;software life cycle;survey;undergraduate courses","Software engineering;Demography;Statistics;Programming;Testing;System analysis and design;Software metrics;Project management;Law;Legal factors","","Projects;software engineering;software life cycle;survey;undergraduate courses","","7","","17","","","","","","IEEE","IEEE Journals & Magazines"
"An efficient digital search algorithm by using a double-array structure","J. -. Aoe","Dept. of Inf. Sci. & Syst. Eng., Tokusima Univ., Japan","IEEE Transactions on Software Engineering","","1989","15","9","1066","1077","An efficient digital search algorithm that is based on an internal array structure called a double array, which combines the fast access of a matrix form with the compactness of a list form, is presented. Each arc of a digital search tree, called a DS-tree, can be computed from the double array in 0(1) time; that is to say, the worst-case time complexity for retrieving a key becomes 0(k) for the length k of that key. The double array is modified to make the size compact while maintaining fast access, and algorithms for retrieval, insertion, and deletion are presented. If the size of the double array is n+cm, where n is the number of nodes of the DS-tree, m is the number of input symbols, and c is a constant particular to each double array, then it is theoretically proved that the worst-case times of deletion and insertion are proportional to cm and cm/sup 2/, respectively, and are independent of n. Experimental results of building the double array incrementally for various sets of keys show that c has an extremely small value, ranging from 0.17 to 1.13.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.31365","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=31365","","Information retrieval;Data structures;Dictionaries;Filters;Natural language processing;Vocabulary;Frequency;Information science;Systems engineering and theory;Binary trees","computational complexity;data structures;search problems;trees (mathematics)","digital search algorithm;double-array structure;internal array structure;matrix form;list form;arc;digital search tree;DS-tree;worst-case time complexity;key;retrieval;insertion;deletion;nodes;input symbols;constant","","76","","32","","","","","","IEEE","IEEE Journals & Magazines"
"Program partition and logic program analysis","Jia Liang Han","Dept. of Math. & Comput., Southern Queensland Univ., Toowoomba, Qld., Australia","IEEE Transactions on Software Engineering","","1995","21","12","959","968","A program partition scheme for stratified programs introduced by Apt et al. (1988) is used to study efficient computation of logic programs. We consider three types of program partitions and their corresponding graph representations: 1) the natural partition, 2) stratified partitions, and 3) the reduced partition. The natural (program) partition consists of definitions of relations, each definition being a subprogram. Subprograms of a program partition may consist of several relations. A partition graph is introduced for a program partition, each node of which corresponds to a subprogram. The partition graph for a stratified partition is a directed acyclic graph (DAG). A stratified partition decomposes a program into modules. The stratified partition with the maximum number of modules is the reduced partition. The cost to achieve a reduced partition is linear in the program size, using well known graph algorithms. We introduce the modular interpretations, which are equivalent in semantics to the standard interpretation. The modular interpretations offer encapsulation and may reduce the computation cost for some modules significantly. The modular approach can play an important role in query optimization, efficient termination, programming design, and software engineering. We classify query types and answer types then discuss query optimization for some query types. Many efficient query processing strategies are applicable to restricted subclasses of programs. The program partition method allows us to select the most efficient strategy for each module. For example, if a module is a uniformly bounded recursion, then the module can be terminated efficiently. If a module defines the transitive closure, then efficient program transformations may be applied to this module.","0098-5589;1939-3520;2326-3881","","10.1109/32.489072","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=489072","","Logic programming;Query processing;Software maintenance;Costs;Partitioning algorithms;Software engineering;Computational efficiency;Writing;Relational databases;Automatic programming","logic programming;programming theory;directed graphs;query processing;relational databases;database theory;computational linguistics;program verification;divide and conquer methods","logic program analysis;program partition scheme;stratified programs;logic program computation;graph representations;natural partition;stratified partitions;reduced partition;relation definitions;subprogram;partition graph;directed acyclic graph;modules;graph algorithms;semantics;modular interpretations;encapsulation;computation cost;query optimization;efficient termination;programming design;software engineering","","3","","24","","","","","","IEEE","IEEE Journals & Magazines"
"An atomicity-generating protocol for anonymous currencies","L. J. Camp","Sch. of Gov., Harvard Univ., Cambridge, MA, USA","IEEE Transactions on Software Engineering","","2001","27","3","272","278","Atomicity is necessary for reliable electronic commerce transactions. Anonymity is also an issue of great importance not only to designers of commerce systems, but also to those concerned with the societal effects of information technologies, providing atomicity and anonymity is not trivial. Reliable systems, which provide highly atomic transactions, offer limited anonymity. Many anonymous systems (Rivest and Shamir, 1996) do not offer anonymous reliable transactions (Yee, 1994). Three basic approaches have been used: secure hardware for trusted record-keeping (Brands, 1993), storage of identity information with trustees for conditional anonymity (Low et al., 1993) or by providing dispute resolution only with the removal of anonymity (Chaum, 1988). In this work, the problem of anonymous atomic transactions for a generic token currency is solved using distributed trust and with the assumption that any single party may be corrupt. Defined is a transaction to include the provision of information goods or a contract to deliver specified goods, allowing for the highest degree of atomicity. The cryptographic strength of the atomicity guarantee can be made to the user's specification on a per transaction basis. The atomicity-generating protocol includes provision for dispute resolution and anonymous refunds. Also illustrated, is that any electronic token currency can be made reliable with the addition of this atomicity-generating protocol.","0098-5589;1939-3520;2326-3881","","10.1109/32.910862","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=910862","","Electronic commerce;Privacy;Business;Cryptographic protocols;Protection;Information technology;Hardware;Secure storage;Contracts;Cryptography","electronic commerce;cryptography;data privacy;protocols;transaction processing","atomicity generating protocol;anonymous currencies;electronic commerce;social effects;atomic transactions;anonymous systems;trusted record-keeping;identity information;dispute resolution;anonymous atomic transactions;generic token currency;distributed trust;cryptography;anonymous refunds;electronic token currency","","2","","28","","","","","","IEEE","IEEE Journals & Magazines"
"Semantics of EqL","B. Jayaraman","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","IEEE Transactions on Software Engineering","","1988","14","4","472","480","The formal semantics of a novel language, called EqL, are presented for first-order functional and Horn logic programming. An EqL program is a set of conditional pattern-directed rules, where the conditions are expressed as a conjunction of equations. The programming paradigm provided by this language may be called equational programming. The declarative semantics of equations is given in terms of their complete set of solutions, and the operational semantics for solving equations is an extension of reduction, called object refinement. The correctness of the operational semantics is established through the soundness and completeness theorems. Examples are given to illustrate the language and its semantics.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.4670","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4670","","Equations;Logic programming;Functional programming;Acoustical engineering;Application software;Programming profession;Computer science;Modems","formal languages;formal logic;high level languages;logic programming","functional logic;Horn logic;formal semantics;EqL;logic programming;conditional pattern-directed rules;programming paradigm;equational programming;declarative semantics;object refinement","","2","","31","","","","","","IEEE","IEEE Journals & Magazines"
"Automated analysis of concurrent systems with the constrained expression toolset","G. S. Avrunin; U. A. Buy; J. C. Corbett; L. K. Dillon; J. C. Wileden","Massachusetts, Univ., Amherst, MA, USA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","1991","17","11","1204","1222","The constrained expression approach to analysis of concurrent software systems can be used with a variety of design and programming languages and does not require a complete enumeration of the set of reachable states of the concurrent system. The construction of a toolset automating the main constrained expression analysis techniques and the results of experiments with that toolset are reported. The toolset is capable of carrying out completely automated analyses of a variety of concurrent systems, starting from source code in an Ada-like design language and producing system traces displaying the properties represented bv the analysts queries. The strengths and weaknesses of the toolset and the approach are assessed on both theoretical and empirical grounds.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.106975","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=106975","","Software systems;Lifting equipment;Handicapped aids;Computer languages;Performance analysis;Frequency;Navigation;Process control;Operating systems;Error correction codes","parallel programming;software tools","concurrent systems;constrained expression toolset;programming languages;reachable states;expression analysis techniques;source code;Ada-like design language;system traces","","43","","30","","","","","","IEEE","IEEE Journals & Magazines"
"A Semi-Automatic Approach for Extracting Software Product Lines","M. T. Valente; V. Borges; L. Passos","University of Minas Gerais, Belo Horizonte; COTEMIG, Brazil; University of Waterloo, Waterloo","IEEE Transactions on Software Engineering","","2012","38","4","737","754","The extraction of nontrivial software product lines (SPL) from a legacy application is a time-consuming task. First, developers must identify the components responsible for the implementation of each program feature. Next, they must locate the lines of code that reference the components discovered in the previous step. Finally, they must extract those lines to independent modules or annotate them in some way. To speed up product line extraction, this paper describes a semi-automatic approach to annotate the code of optional features in SPLs. The proposed approach is based on an existing tool for product line development, called CIDE, that enhances standard IDEs with the ability to associate background colors with the lines of code that implement a feature. We have evaluated and successfully applied our approach to the extraction of optional features from three nontrivial systems: Prevayler (an in-memory database system), JFreeChart (a chart library), and ArgoUML (a UML modeling tool).","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.57","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5928352","Software product lines;virtual separation of concerns;refactoring tools;annotations","Feature extraction;Color;Image color analysis;Multithreading;Semantics;Software;Context","feature extraction;product development;software maintenance;software reusability;Unified Modeling Language","semiautomatic approach;software product lines extraction;SPL;legacy application;program feature;code lines localization;optional feature code annotation;product line development;CIDE;background colors;optional feature extraction;Prevayler nontrivial systems;JFreeChart nontrivial systems;ArgoUML nontrivial systems","","11","","46","","","","","","IEEE","IEEE Journals & Magazines"
"Mechanical verification and automatic implementation of communication protocols","T. P. Blumer; D. P. Sidhu","Research and Development Division, SDCA Burroughs Company, Paoli, PA 19301; Protocol Development Corporation, 1330 Beacon Street, Brookline, MA 02146; Research and Development Division, SDCA Burroughs Company, Paoli, PA 19301; Department of Computer Science, Iowa State University, Ames, IA 50011","IEEE Transactions on Software Engineering","","1986","SE-12","8","827","843","An automated technique for protocol development is discussed along with its application to the specification, verification, and semiautomatic implementation of an authentication protocol for computer networks. An overview is given of the specification language, implementation method, and software tools used with this technique. The authentication protocol is described, along with an example of its operation. The reachability analysis technique for the verification of some protocol properties is discussed, and protocol verification software that uses this technique is described. The results of mechanical verification of some properties of this protocol are presented with a partial implementation generated automatically from the protocol specification.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312985","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312985","Authentication;automated development tools;communication protocols;encryption;formal description technique;formal modeling;key distribution protocols;protocol implementation;protocol specification;protocol verification;state transition","Protocols;Automata;Encryption;Authentication;Formal specifications;Software tools;Reachability analysis","automatic programming;computer communications software;program verification;protocols;software tools;specification languages","automatic implementation;communication protocols;protocol development;authentication protocol;computer networks;specification language;software tools;reachability analysis;protocol verification;mechanical verification;protocol specification","","23","","","","","","","","IEEE","IEEE Journals & Magazines"
"Using version control data to evaluate the impact of software tools: a case study of the Version Editor","D. L. Atkins; T. Ball; T. L. Graves; A. Mockus","Oregon Univ., Eugene, OR, USA; NA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","7","625","637","Software tools can improve the quality and maintainability of software, but are expensive to acquire, deploy, and maintain, especially in large organizations. We explore how to quantify the effects of a software tool once it has been deployed in a development environment. We present an effort-analysis method that derives tool usage statistics and developer actions from a project's change history (version control system) and uses a novel effort estimation algorithm to quantify the effort savings attributable to tool usage. We apply this method to assess the impact of a software tool called VE, a version-sensitive editor used in Bell Labs. VE aids software developers in coping with the rampant use of certain preprocessor directives (similar to #if/#endif in C source files). Our analysis found that developers were approximately 40 percent more productive when using VE than when using standard text editors.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2002.1019478","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1019478","","Software tools;Computer aided software engineering;Software maintenance;Control systems;History;Software quality;Statistics;Standards development;Control system analysis;Statistical analysis","configuration management;software tools;software metrics;text editing;software quality","version control data;software tool impact evaluation;Version Editor;software quality;software maintainability;large organizations;software effort analysis method;VE tool;preprocessor directives;C source files;text editors;tool usage statistics;change history","","34","","32","","","","","","IEEE","IEEE Journals & Magazines"
"A Developer Centered Bug Prediction Model","D. Di Nucci; F. Palomba; G. De Rosa; G. Bavota; R. Oliveto; A. De Lucia","University of Salerno, Fisciano, SA, Italy; University of Salerno, Fisciano, SA, Italy; University of Salerno, Fisciano, SA, Italy; Università della Svizzera Italiana (USI), Lugano, Switzerland; University of Molise, Pesche (IS), Campobasso, Italy; University of Salerno, Fisciano, SA, Italy","IEEE Transactions on Software Engineering","","2018","44","1","5","24","Several techniques have been proposed to accurately predict software defects. These techniques generally exploit characteristics of the code artefacts (e.g., size, complexity, etc.) and/or of the process adopted during their development and maintenance (e.g., the number of developers working on a component) to spot out components likely containing bugs. While these bug prediction models achieve good levels of accuracy, they mostly ignore the major role played by human-related factors in the introduction of bugs. Previous studies have demonstrated that focused developers are less prone to introduce defects than non-focused developers. According to this observation, software components changed by focused developers should also be less error prone than components changed by less focused developers. We capture this observation by measuring the scattering of changes performed by developers working on a component and use this information to build a bug prediction model. Such a model has been evaluated on 26 systems and compared with four competitive techniques. The achieved results show the superiority of our model, and its high complementarity with respect to predictors commonly used in the literature. Based on this result, we also show the results of a “hybrid” prediction model combining our predictors with the existing ones.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2659747","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7835258","Scattering metrics;bug prediction;empirical study;mining software repositories","Measurement;Computer bugs;Predictive models;Complexity theory;Scattering;Entropy;Software","object-oriented programming;program debugging;software maintenance;software reliability","software components;hybrid prediction model;code artefacts;software defects prediction;developer centered bug prediction model","","5","","54","","","","","","IEEE","IEEE Journals & Magazines"
