"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Determining the Cause of a Design Model Inconsistency","A. Reder; A. Egyed","Johannes Kepler University Linz, Linz; Johannes Kepler University Linz, Linz","IEEE Transactions on Software Engineering","","2013","39","11","1531","1548","When a software engineer finds an inconsistency in a model, then the first question is why? What caused it? Obviously, there must be an error. But where could it be? Or is the design rule erroneous and if yes then which part? The cause of an inconsistency identifies the part of the model or design rule where the error must be. We believe that the visualization of an inconsistency ought to visualize the cause. Understanding the cause is of vital importance before a repair can even be formulated. Indeed, any automation (e.g., code generation, refactoring) has to be considered with caution if it involves model elements that cause inconsistencies. This paper analyzes the basic structure of inconsistent design rules as well as their behavior during validation and presents an algorithm for computing its cause. The approach is fully automated, tool supported, and was evaluated on 14,111 inconsistencies across 29 design models. We found that our approach computes correct causes for inconsistencies, these causes are nearly always a subset of the model elements investigated by the design rules' validation (a naive cause computation approximation), and the computation is very fast (99.8 percent of the causes are computable in <; 100 ms).","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.30","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6560054","Design tools and techniques;programming environments/construction tools;validation","Unified modeling language;Computational modeling;Context;Maintenance engineering;Visualization;Context modeling;Light emitting diodes","software development management","design model inconsistency;software engineer;code generation;refactoring;model elements;inconsistent design rules","","10","","33","","","","","","IEEE","IEEE Journals & Magazines"
"A formal security model for microprocessor hardware","V. Lotz; V. Kessler; G. H. Walter","Corp. Technol., Siemens AG, Munich, Germany; NA; NA","IEEE Transactions on Software Engineering","","2000","26","8","702","712","The paper introduces a formal security model for a microprocessor hardware system. The model has been developed as part of the evaluation process of the processor product according to ITSEC assurance level E4. Novel aspects of the model are the need for defining integrity and confidentiality objectives on the hardware level without the operating system or application specification and security policy being given, and the utilization of an abstract function and data space. The security model consists of a system model given as a state transition automaton on infinite structures and the formalization of security objectives by means of properties of automaton behaviors. Validity of the security properties is proved. The paper compares the model with published ones and summarizes the lessons learned throughout the modeling process.","0098-5589;1939-3520;2326-3881","","10.1109/32.879809","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=879809","","Microprocessors;Hardware;Operating systems;Data security;Application software;Learning automata;Quality assurance;Formal specifications;Context modeling;Access control","microcomputers;security of data;data integrity;automata theory;theorem proving;formal verification;quality management","microprocessor hardware;formal security model;evaluation process;processor product;ITSEC assurance level;E4;integrity;confidentiality objectives;hardware level;operating system;application specification;security policy;abstract function;data space;system model;state transition automaton;infinite structures;security objectives;automaton behaviors;security properties;modeling process;validity proving","","2","","","","","","","","IEEE","IEEE Journals & Magazines"
"Applying Concept Analysis to User-Session-Based Testing of Web Applications","S. Sampath; S. Sprenkle; E. Gibson; L. Pollock; A. Souter Greenwald","IEEE Computer Society; NA; NA; IEEE Computer Society; IEEE Computer Society","IEEE Transactions on Software Engineering","","2007","33","10","643","658","The continuous use of the Web for daily operations by businesses, consumers, and the government has created a great demand for reliable Web applications. One promising approach to testing the functionality of Web applications leverages the user-session data collected by Web servers. User-session-based testing automatically generates test cases based on real user profiles. The key contribution of this paper is the application of concept analysis for clustering user sessions and a set of heuristics for test case selection. Existing incremental concept analysis algorithms are exploited to avoid collecting and maintaining large user-session data sets and to thus provide scalability. We have completely automated the process from user session collection and test suite reduction through test case replay. Our incremental test suite update algorithm, coupled with our experimental study, indicates that concept analysis provides a promising means for incrementally updating reduced test suites in response to newly captured user sessions with little loss in fault detection capability and program coverage.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2007.70723","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4302777","Software testing;Web applications;User-session-based testing;Test suite reduction;Concept analysis;Incremental test suite reduction","Application software;Automatic testing;Web server;Computer Society;Government;Algorithm design and analysis;Software testing;Clustering algorithms;Scalability;Fault detection","fault tolerant computing;Internet;program testing;user modelling","program coverage;fault detection;incremental test suite update algorithm;incremental test suite reduction;test case selection;user session clustering;user profile;test case generation;Web server;reliable Web application;user-session based testing;incremental concept analysis algorithm","","61","","52","","","","","","IEEE","IEEE Journals & Magazines"
"Using patterns to design rules in workflows","F. Casati; S. Castano; M. Fugini; I. Mirbel; B. Pernici","Dipt. di Elettronica e Inf., Politecnico di Milano, Italy; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2000","26","8","760","785","In order to design workflows in changing and dynamic environments, a flexible, correct, and rapid realization of models of the activity flow is required. In particular, techniques are needed to design workflows capable of adapting themselves effectively when exceptional situations occur during process execution. The authors present an approach to flexible workflow design based on rules and patterns developed in the framework of the WIDE project. Rules allow a high degree of flexibility during workflow design by modeling exceptional aspects of the workflow separately from the main activity flow. Patterns model frequently occurring exceptional situations in a generalized way by providing the designer with skeletons of rules and suggestions about their instantiation, together with indications on relationships with other rules, with the activity flow, and with related information. Pattern based design relies on a pattern catalog containing patterns to be reused and on a formal basis for specializing and instantiating available patterns.","0098-5589;1939-3520;2326-3881","","10.1109/32.879813","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=879813","","Computer Society;Proposals;Skeleton;Process control;Control systems;Business communication","bibliographies;workflow management software;object-oriented programming;software reusability;knowledge based systems","rule design;dynamic environments;activity flow;exceptional situations;process execution;flexible workflow design;WIDE project;exceptional aspects;main activity flow;frequently occurring exceptional situations;rule instantiation;pattern based design;pattern catalog;pattern reuse;formal basis","","34","","57","","","","","","IEEE","IEEE Journals & Magazines"
"A study of the effect of imperfect debugging on software development cost","Min Xie; Bo Yang","Dept. of Ind. & Syst. Eng., Nat. Univ. of Singapore, Singapore; NA","IEEE Transactions on Software Engineering","","2003","29","5","471","473","It is widely recognized that the debugging processes are usually imperfect. Software faults are not completely removed because of the difficulty in locating them or because new faults might be introduced. Hence, it is of great importance to investigate the effect of the imperfect debugging on software development cost, which, in turn, might affect the optimal software release time or operational budget. In this paper, a commonly used cost model is extended to the case of imperfect debugging. Based on this, the effect of imperfect debugging is studied. As the probability of perfect debugging, termed testing level here, is expensive to be increased, but manageable to a certain extent with additional resources, a model incorporating this situation is presented. Moreover, the problem of determining the optimal testing level is considered. This is useful when the decisions regarding the test team composition, testing strategy, etc., are to be made for more effective testing.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1199075","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1199075","","Programming;Cost function;Software debugging;Software testing;Resource management;Software reliability;Fault diagnosis;Software systems;Personnel","software engineering;program debugging;software reliability;software development management","debugging processes;imperfect debugging;testing optimization;software development cost;optimal software release time;software reliability;testing level","","54","","10","","","","","","IEEE","IEEE Journals & Magazines"
"Automated tuning of parallel I/O systems: an approach to portable I/O performance for scientific applications","Ying Chen; M. Winslett","IBM Almaden Res. Center, San Jose, CA, USA; NA","IEEE Transactions on Software Engineering","","2000","26","4","362","383","Parallel I/O systems typically consist of individual processors, communication networks, and a large number of disks. Managing and utilizing these resources to meet performance, portability, and usability goals of high performance scientific applications has become a significant challenge. For scientists, the problem is exacerbated by the need to retune the I/O portion of their code for each supercomputer platform where they obtain access. We believe that a parallel I/O system that automatically selects efficient I/O plans for user applications is a solution to this problem. The authors present such an approach for scientific applications performing collective I/O requests on multidimensional arrays. Under our approach, an optimization engine in a parallel I/O system selects high quality I/O plans without human intervention, based on a description of the application I/O requests and the system configuration. To validate our hypothesis, we have built an optimizer that uses rule based and randomized search based algorithms to tune parameter settings in Panda, a parallel I/O library for multidimensional arrays. Our performance results obtained from an IBM SP using an out-of-core matrix multiplication application show that the Panda optimizer is able to select high quality I/O plans and deliver high performance under a variety of system configurations with a small total optimization overhead.","0098-5589;1939-3520;2326-3881","","10.1109/32.844494","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=844494","","Application software;Humans;Computer Society;Communication networks;Multidimensional systems;Analytical models;Cost function;Database systems;Resource management;Usability","bibliographies;parallel programming;software portability;natural sciences computing;program diagnostics;input-output programs;matrix multiplication;software libraries","automated tuning;parallel I/O systems;portable I/O performance;scientific applications;usability goals;supercomputer platform;parallel I/O system;user applications;collective I/O requests;multidimensional arrays;optimization engine;high quality I/O plans;human intervention;system configuration;randomized search based algorithms;parameter tuning;parameter settings;Panda;parallel I/O library;IBM SP;out-of-core matrix multiplication application;system configurations;total optimization overhead","","1","","57","","","","","","IEEE","IEEE Journals & Magazines"
"Where Should We Fix This Bug? A Two-Phase Recommendation Model","D. Kim; Y. Tao; S. Kim; A. Zeller","The Hong Kong University of Science and Technology, Hong Kong; The Hong Kong University of Science and Technology, Hong Kong; The Hong Kong University of Science and Technology, Hong Kong; Saarland University, Saarland","IEEE Transactions on Software Engineering","","2013","39","11","1597","1610","To support developers in debugging and locating bugs, we propose a two-phase prediction model that uses bug reports' contents to suggest the files likely to be fixed. In the first phase, our model checks whether the given bug report contains sufficient information for prediction. If so, the model proceeds to predict files to be fixed, based on the content of the bug report. In other words, our two-phase model ""speaks up"" only if it is confident of making a suggestion for the given bug report; otherwise, it remains silent. In the evaluation on the Mozilla ""Firefox"" and ""Core"" packages, the two-phase model was able to make predictions for almost half of all bug reports; on average, 70 percent of these predictions pointed to the correct files. In addition, we compared the two-phase model with three other prediction models: the Usual Suspects, the one-phase model, and BugScout. The two-phase model manifests the best prediction performance.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.24","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6517844","Bug reports;machine learning;patch file prediction","Predictive models;Feature extraction;Computer bugs;Software;Computational modeling;Data mining;Noise","formal verification;program debugging","two-phase recommendation model;debugging;two-phase prediction model;bug report;two-phase model;speaks up;Mozilla packages;Firefox packages;Core packages;BugScout","","34","","66","","","","","","IEEE","IEEE Journals & Magazines"
"Matching and Merging of Variant Feature Specifications","S. Nejati; M. Sabetzadeh; M. Chechik; S. Easterbrook; P. Zave","Simula Research Laboratory, Lysaker; Simula Research Laboratory, Lysaker; University of Toronto, Toronto; University of Toronto, Toronto; AT&T Laboratories-Research, Florham Park","IEEE Transactions on Software Engineering","","2012","38","6","1355","1375","Model Management addresses the problem of managing an evolving collection of models by capturing the relationships between models and providing well-defined operators to manipulate them. In this paper, we describe two such operators for manipulating feature specifications described using hierarchical state machine models: Match, for finding correspondences between models, and Merge, for combining models with respect to known or hypothesized correspondences between them. Our Match operator is heuristic, making use of both static and behavioral properties of the models to improve the accuracy of matching. Our Merge operator preserves the hierarchical structure of the input models, and handles differences in behavior through parameterization. This enables us to automatically construct merges that preserve the semantics of hierarchical state machines. We report on tool support for our Match and Merge operators, and illustrate and evaluate our work by applying these operators to a set of telecommunication features built by AT&T.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.112","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6086550","Model management;match;merge;hierarchical state machines;statecharts;behavior preservation;variability modeling;parameterization","Computational modeling;Semantics;Hierarchical systems;Pragmatics;Parameterization;Electronic mail;Voice mail","finite state machines;formal specification","variant feature specification;model management;hierarchical state machine model;match operator;static property;behavioral property;merge operator;hierarchical structure;tool support;telecommunication feature","","8","","83","","","","","","IEEE","IEEE Journals & Magazines"
"A practical method for specification and analysis of exception handling-a Java/JVM case study","E. Borger; W. Schulte","Dipartimento di Inf., Pisa Univ., Italy; NA","IEEE Transactions on Software Engineering","","2000","26","9","872","887","We provide a rigorous framework for language and platform independent design and analysis of exception handling mechanisms in modern programming languages and their implementations. To illustrate the practicality of the method we develop it for the exception handling mechanism of Java and show that its implementation on the Java Virtual Machine (JVM) Is correct. For this purpose we define precise abstract models for exception handling in Java and in the JVM and define a compilation scheme of Java to JVM code which allows us to prove that, in corresponding runs, Java and the JVM throw the same exceptions and with equivalent effect. Thus, the compilation scheme can, with reasonable confidence, be used as a standard reference for Java exception handling compilation.","0098-5589;1939-3520;2326-3881","","10.1109/32.877847","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=877847","","Java;Computer aided software engineering;Object oriented modeling;Virtual machining;Programming profession;Computer languages;Runtime;Program processors;Concurrent computing;Mathematical model","exception handling;Java;program compilers;formal specification","exception handling specification;exception handling analysis;programming languages;Java;Java Virtual Machine;precise abstract models;compilation scheme","","4","","26","","","","","","IEEE","IEEE Journals & Magazines"
"Dealing with Burstiness in Multi-Tier Applications: Models and Their Parameterization","G. Casale; N. Mi; L. Cherkasova; E. Smirni","Imperial College London, London; Northeastern University, Boston; Hewlett-Packard Laboratories, Palo Alto; College of William and Mary, Williamsburg","IEEE Transactions on Software Engineering","","2012","38","5","1040","1053","Workloads and resource usage patterns in enterprise applications often show burstiness resulting in large degradation of the perceived user performance. In this paper, we propose a methodology for detecting burstiness symptoms in multi-tier applications but, rather than identifying the root cause of burstiness, we incorporate this information into models for performance prediction. The modeling methodology is based on the index of dispersion of the service process at a server, which is inferred by observing the number of completions within the concatenated busy times of that server. The index of dispersion is used to derive a Markov-modulated process that captures burstiness and variability of the service process at each resource well and that allows us to define queueing network models for performance prediction. Experimental results and performance model predictions are in excellent agreement and argue for the effectiveness of the proposed methodology under both bursty and nonbursty workloads. Furthermore, we show that the methodology extends to modeling flash crowds that create burstiness in the stream of requests incoming to the application.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.87","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6311395","Capacity planning;multi-tier applications;bursty workload;bottleneck switch;index of dispersion","Servers;Indexes;Dispersion;Switches;Predictive models;Estimation","client-server systems;Markov processes;queueing theory;resource allocation;software architecture","multitier applications;resource usage patterns;workload patterns;enterprise applications;user performance degradation;burstiness symptom detection;burstiness root cause identification;performance prediction model;server busy times;Markov-modulated process;service process variability;queueing network models;nonbursty workloads;flash crowd model","","22","","25","","","","","","IEEE","IEEE Journals & Magazines"
"Comments on ""Factors that impact implementing a system development methodology"" [with reply]","S. B. Yadav; N. G. Shaw; L. Webb; C. Sutcu; T. L. Roberts; M. L. Gibson; R. K. Rainer; K. T. Fields","Dept. of ISQS, Texas Tech. Univ., Lubbock, TX, USA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2001","27","3","279","286","In this correspondence, we point out some of the major shortcomings that we have discovered in the article titled ""Factors that Impact Implementing a System Development Methodology"" by Roberts et al. (1998). The article was published in the August 1998 issue of IEEE Transactions of Software Engineering. The article contains multiple problems that, if not pointed out, have the potential to lead to a state of confusion among researchers and practitioners alike. In particular, the article has the following problems: (1) The authors claim that the lack of theoretical basis for their factors is due to the fact that SDM implementation has never been studied in the literature. In fact, there is a multitude of studies very similar to that of Roberts at al. (2) The study does not meet commonly accepted standards for factor analysis procedures such as a minimum sample size ratio of 5:1, a ratio mandated even by the authors' own citations. This and other factor analysis problems lead to results that are questionable. In order to make the published article more useful to researchers and practitioners, this paper corrects some of the inaccuracies in the Roberts et al.'s article by: providing a brief literature review of some articles that are similar to the Roberts et al., study; and noting some of the technical inaccuracies in the data analysis procedures used by the authors so that the results can be interpreted in the proper context.","0098-5589;1939-3520;2326-3881","","10.1109/32.910863","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=910863","","Data analysis;Software engineering;Citation analysis;Design methodology","software engineering;data analysis","system development methodology;factor analysis procedures;minimum sample size ratio;literature review;data analysis","","5","","12","","","","","","IEEE","IEEE Journals & Magazines"
"Timed Communicating Object Z","B. Mahony; Jin Song Dong","Div. of Inf. Technol., Defence Sci. & Technol. Organ., Salisbury, SA, Australia; NA","IEEE Transactions on Software Engineering","","2000","26","2","150","177","This paper describes a timed, multithreaded object modeling notation for specifying real-time, concurrent, and reactive systems. The notation Timed Communicating Object Z (TCOZ) builds on Object Z's strengths in modeling complex data and algorithms, and on Timed CSP's strengths in modeling process control and real-time interactions. TCOZ Is novel in that it includes timing primitives, properly separates process control and data/algorithm issues and supports the modeling of true multithreaded concurrency. TCOZ is particularly well-suited for specifying complex systems whose components have their own thread of control. The expressiveness of the notation is demonstrated by a case study in specifying a multilift system that operates in real-time.","0098-5589;1939-3520;2326-3881","","10.1109/32.841115","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=841115","","Object oriented modeling;Process control;Real time systems;Concurrent computing;Timing;Formal specifications;Control systems;Algorithm design and analysis;Carbon capture and storage","formal specification;real-time systems;object-oriented languages;object-oriented methods","timed multithreaded object modeling notation;real-time systems;concurrent systems;reactive systems;specification;Timed Communicating Object Z;Timed CSP;real-time interactions;process control;complex data;algorithms;timing primitives;multithreaded concurrency;multilift system","","74","","52","","","","","","IEEE","IEEE Journals & Magazines"
"Reducing inspection interval in large-scale software development","D. E. Perry; A. Porter; M. W. Wade; L. G. Votta; J. Perpich","Dept. of Comput. Sci., Texas Univ., Austin, TX, USA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","7","695","705","We have found that, when software is developed by multiple, geographically separated teams, the cost-benefit trade-offs of software inspection change. In particular, this situation can significantly lengthen the inspection interval (calendar time needed to complete an inspection). Our research goal was to find a way to reduce the inspection interval without reducing inspection effectiveness. We believed that Internet technology offered some potential solutions, but we were not sure which technology to use nor what effects it would have on effectiveness. To conduct this research, we drew on the results of several empirical studies we had previously performed. These results clarified the role that meetings and individuals play in inspection effectiveness and interval. We conducted further studies showing that manual inspections without meetings were just as effective as manual inspections with them. On the basis of these and other findings and our understanding of Internet technology, we built an economical and effective tool that reduced the interval without reducing effectiveness. This tool, Hypercode, supports meetingless software inspections with geographically distributed reviewers. HyperCode is a platform-independent tool, developed on top of an Internet browser, that integrates seamlessly into the current development process. By seamless, we mean the tool produces a paper flow that is almost identical to the current inspection process. HyperCode's acceptance by its user community has been excellent. Moreover, we estimate that using HyperCode has reduced the inspection interval by 20 to 25 percent. We believe that, had we focused solely on technology (without considering the information our studies had uncovered), we would have created a more complex, but not necessarily more effective tool. We probably would have supported group meetings, restricted each participant's access to review comments, and supported a wider variety of inspection methods. In other words, the principles derived from our empirical studies dramatically and successfully directed our search for a technological solution.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2002.1019483","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1019483","","Inspection;Large-scale systems;Programming;Internet;Calendars;Costs;Computer Society;Software tools;Quality assurance;Collaborative software","software tools;computer aided software engineering;software quality;inspection;groupware;Internet;online front-ends;cost-benefit analysis","software inspection interval;large-scale software development;software development teams;cost-benefit tradeoffs;software inspection effectiveness;Internet technology;group meetings;manual inspections;Hypercode;meetingless software inspections;geographically distributed reviewers;platform-independent tool;Internet browser;paper flow;user community acceptance;participant access;review comments;World Wide Web-based code inspections;asynchronous communication;automated support;information flow;workflow","","26","","21","","","","","","IEEE","IEEE Journals & Magazines"
