"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Adaptive File Allocation in Star Computer Network","C. T. Yu; Man-Keung Siu; K. Lam; C. H. Chen","Department of Electrical Engineering and Computer Science, University of Illinois; NA; NA; NA","IEEE Transactions on Software Engineering","","1985","SE-11","9","959","965","In this paper, we study the allocation of files in a star network. Unlike previous algorithms which assume that files are independently accessed and independently assigned, the interaction of files during the processing of queries is directly incorporated into our cost model. We present an adaptive algorithm, which is much faster than existing algorithms on file allocation, obtains solutions which are on the average only 0.1 percent away from the optimal solutions, and possesses many desirable properties such as the satisfaction of some necessary and sufficient conditions for file allocation.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.232830","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702115","File allocation;query processing;star network","Intelligent networks;Computer networks;Costs;Sufficient conditions;Query processing;Adaptive algorithm;Clustering algorithms;Partitioning algorithms;Mathematics;Statistics","","File allocation;query processing;star network","","5","","37","","","","","","IEEE","IEEE Journals & Magazines"
"Priority queues and sorting methods for parallel simulation","M. D. Grammatikakis; S. Liesche","INTRACOM, Peania, Greece; NA","IEEE Transactions on Software Engineering","","2000","26","5","401","422","The authors examine the design, implementation, and experimental analysis of parallel priority queues for device and network simulation. They consider: 1) distributed splay trees using MPI; 2) concurrent heaps using shared memory atomic locks; and 3) a new, more general concurrent data structure based on distributed sorted lists, designed to provide dynamically balanced work allocation and efficient use of shared memory resources. We evaluate performance for all three data structures on a Cray-TSESOO system at KFA-Julich. Our comparisons are based on simulations of single buffers and a 64/spl times/64 packet switch which supports multicasting. In all implementations, PEs monitor traffic at their preassigned input/output ports, while priority queue elements are distributed across the Cray-TBE virtual shared memory. Our experiments with up to 60000 packets and two to 64 PEs indicate that concurrent priority queues perform much better than distributed ones. Both concurrent implementations have comparable performance, while our new data structure uses less memory and has been further optimized. We also consider parallel simulation for symmetric networks by sorting integer conflict functions and implementing a packet indexing scheme. The optimized message passing network simulator can process /spl sim/500 K packet moves in one second, with an efficiency that exceeds /spl sim/50 percent for a few thousand packets on the Cray-T3E with 32 PEs. All developed data structures form a parallel library. Although our concurrent implementations use the Cray-TSE ShMem library, portability can be derived from Open-MP or MP1-2 standard libraries, which will provide support for one-way communication and shared memory lock mechanisms.","0098-5589;1939-3520;2326-3881","","10.1109/32.846298","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=846298","","Sorting;Data structures;Libraries;Switches;Queueing analysis;Analytical models;Tree data structures;Resource management;Packet switching;Traffic control","parallel programming;message passing;application program interfaces;queueing theory;sorting;digital simulation;abstract data types;virtual storage;shared memory systems;Cray computers;packet switching;software libraries","priority queues;sorting methods;parallel simulation;parallel priority queues;network simulation;distributed splay trees;MPI;concurrent heaps;shared memory atomic locks;concurrent data structure;distributed sorted lists;dynamically balanced work allocation;shared memory resources;Cray-TSESOO system;single buffers;packet switch;multicasting;preassigned input/output ports;priority queue elements;Cray-TBE virtual shared memory;concurrent priority queues;concurrent implementations;data structure;symmetric networks;integer conflict functions;packet indexing scheme;optimized message passing network simulator;parallel library;Cray-TSE ShMem library;MPI-2 standard libraries;Open-MP;shared memory lock mechanisms","","11","","33","","","","","","IEEE","IEEE Journals & Magazines"
"Computational improvements in Prolog applications by predicate variable pointers","G. M. Karam","Dept. of Syst. & Comput. Eng., Carleton Univ., Ottawa, Ont., Canada","IEEE Transactions on Software Engineering","","1990","16","5","490","497","The programming tradeoffs between structure-oriented and clause-oriented operations on data structures in Prolog are limited in current implementations because the assertion of clauses that include uninstantiated variables destroys any binding between these variables and those with which they are unified in the execution of the program. Built-in predicates for Prolog that allow one to assert predicate variables pointers, which are constants, rather than uninstantiated variables, are presented. The author shows: the possible performance benefits of clause-oriented implementations of data structures over equivalent structure-oriented versions, the logical implications of the proposed built-in predicates, and their practical significance by integrating them in C-Prolog and evaluating the two different implementations of the symbol table dictionary in D.H.D. Warren's pseudo-Pascal compiler example.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.52772","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=52772","","Dictionaries;Data structures;Assembly;Reactive power;Computational complexity;Logic programming;Manipulator dynamics;Data mining;Computational efficiency;Programming profession","computational complexity;data structures;PROLOG","structure-oriented operations;Warren;computational improvements;Prolog applications;predicate variable pointers;clause-oriented operations;data structures;uninstantiated variables;performance benefits;logical implications;built-in predicates;C-Prolog;symbol table dictionary;pseudo-Pascal compiler","","","","13","","","","","","IEEE","IEEE Journals & Magazines"
"Typestate: A programming language concept for enhancing software reliability","R. E. Strom; S. Yemini","IBM Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, NY 10598; IBM Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, NY 10598","IEEE Transactions on Software Engineering","","1986","SE-12","1","157","171","The authors introduce a new programming language concept, called typestate, which is a refinement of the concept of type. Whereas the type of a data object determines the set of operations over permitted on the object, typestate determines the subset of these operations which is permitted in a particular context. Typestate tracking is a program analysis technique which enhances program reliability by detecting at compile-time syntactically legal but semantically undefined execution sequences. These include reading a variable before it has been initialized and dereferencing a pointer after the dynamic object has been deallocated. The authors define typestate, give examples of its application, and show how typestate checking may be embedded into a compiler. They discuss the consequences of typestate checking for software reliability and software structure, and summarize their experience in using a high-level language incorporating typestate checking.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312929","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312929","Program analysis;program verification;security;software reliability;type checking;typestate","Computer languages;Context;Software reliability;Program processors;Law","data structures;program compilers;software reliability","programming language;software reliability;typestate;data object;program analysis technique;compile-time;undefined execution sequences;dynamic object;compiler;high-level language","","61","","","","","","","","IEEE","IEEE Journals & Magazines"
"Data structures for parallel resource management","J. Biswas; J. C. Browne","Inst. of Syst. Sci., Nat. Univ. of Singapore, Kent Ridge, Singapore; NA","IEEE Transactions on Software Engineering","","1993","19","7","672","686","The problem of resource management for many processor architectures can be viewed as the problem of simultaneously updating data structures that hold system state. An approach in which the possibility of using structures with weakened specifications is examined, is presented. Specifically, data structures that weaken the specification of a priority queue, permitting it to be updated simultaneously by multiple processes are introduced. Two structures, the concurrent heap and the software banyan are proposed, along with their associated algorithms for update. The algorithms are shown to possess attractive properties of simultaneous update and throughput. The results of simulation and actual implementations show that such data structures can improve the execution times of parallel algorithms quite significantly. These structures are proposed as possible basic building blocks for implementation of resource allocation in operating systems.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.238568","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=238568","","Data structures;Resource management;Software algorithms;Throughput;Parallel algorithms;Operating systems;Contracts","data structures;parallel algorithms;parallel programming;resource allocation","parallel resource management;processor architectures;data structures;system state;weakened specifications;priority queue;multiple processes;concurrent heap;software banyan;simultaneous update;parallel algorithms;resource allocation;operating systems","","1","","17","","","","","","IEEE","IEEE Journals & Magazines"
"Real-Time Execution Monitoring","B. Plattner","Neu-Technikum Buchs, Buchs, Switzerland.; University of Zurich, 8057 Zurich, Switzerland.","IEEE Transactions on Software Engineering","","1984","SE-10","6","756","764","Today's programming methodology emphasizes the study of static aspects of programs. In practice, however, monitoring a program in execution, i.e., monitoring a process, is routinely done by any programmer whose task it is to produce a reliable piece of software. There are two reasons why one might want to examine the dynamic aspects of a program: first, to evaluate the performance of a program, and hence to assess its overall behavior; and second, to demonstrate the presence of programming errors, isolate erroneous program code, and correct it. This latter task is commonly called ``debugging a program'' and requires a detailed insight into the innards of a program being executed. Today, many computer systems are being used to measure and control real-world processes. The pace of execution of these systems and their control programs is therefore bound to timing constraints imposed by the real-world process. As a step towards solving the problems associated with execution monitoring of real-time programs, we develop a set of appropriate concepts and define the basic requirements for a real-time monitoring facility. As a test case for the theoretical treatment of the topic, we design hardware and software for an experimental real-time monitoring system and describe its implementation.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1984.5010304","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5010304","Debugging;monitor;performance evaluation;process interaction;process monitor;real-time monitoring;timing","Dynamic programming;Control systems;Programming profession;Computer errors;Error correction codes;Debugging;Process control;Timing;Computerized monitoring;Software testing","","","","51","","8","","","","","","IEEE","IEEE Journals & Magazines"
"Prudent engineering practice for cryptographic protocols","M. Abadi; R. Needham","Syst. Res. Center, Digital Equipment Corp., Palo Alto, CA, USA; NA","IEEE Transactions on Software Engineering","","1996","22","1","6","15","We present principles for designing cryptographic protocols. The principles are neither necessary nor sufficient for correctness. They are however helpful, in that adherence to them would have prevented a number of published errors. Our principles are informal guidelines; they complement formal methods, but do not assume them. In order to demonstrate the actual applicability of these guidelines, we discuss some instructive examples from the literature.","0098-5589;1939-3520;2326-3881","","10.1109/32.481513","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=481513","","Cryptographic protocols;Cryptography;Authentication;Guidelines;Design engineering;Security;Logic;Error analysis;Computer Society;Privacy","cryptography;protocols;distributed processing;message authentication;software engineering","cryptographic protocol design;prudent engineering practice;correctness;formal methods","","178","","36","","","","","","IEEE","IEEE Journals & Magazines"
"On the Selection of an Optimal Set of Indexes","M. Y. L. Ip; L. V. Saxton; V. V. Raghavan","Datatron Processing &amp; Systems Ltd.; NA; NA","IEEE Transactions on Software Engineering","","1983","SE-9","2","135","143","A problem of considerable interest in the design of a database is the selection of indexes. In this paper, we present a probabilistic model of transactions (queries, updates, insertions, and deletions) to a file. An evaluation function, which is based on the cost saving (in terms of the number of page accesses) attributable to the use of an index set, is then developed. The maximization of this function would yield an optimal set of indexes. Unfortunately, algorithms known to solve this maximization problem require an order of time exponential in the total number of attributes in the file. Consequently, we develop the theoretical basis which leads to an algorithm that obtains a near optimal solution to the index selection problem in polynomial time. The theoretical result consists of showing that the index selection problem can be solved by solving a properly chosen instance of the knapsack problem. A theoretical bound for the amount by which the solution obtained by this algorithm deviates from the true optimum is provided. This result is then interpreted in the light of evidence gathered through experiments.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1983.236458","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1703030","Approximation algorithm;attribute selection;complexity;knapsack problem;index selection;secondary index","Indexes;Transaction databases;Computer science;Cost function;Polynomials;Degradation;Database systems;Councils;Context modeling;Software algorithms","","Approximation algorithm;attribute selection;complexity;knapsack problem;index selection;secondary index","","24","","11","","","","","","IEEE","IEEE Journals & Magazines"
"Software performance engineering: a case study including performance comparison with design alternatives","C. U. Smith; L. G. Williams","Performance Eng. Services, Santa Fe, NM, USA; NA","IEEE Transactions on Software Engineering","","1993","19","7","720","741","Software performance engineering (SPE) provides an approach to constructing systems to meet performance objectives. The authors illustrate the application of SPE to an example with some real-time properties and demonstrate how to compare performance characteristics of design alternatives. They show how SPE can be integrated with design methods and demonstrate that performance requirements can be achieved without sacrificing other desirable design qualities such as understandability, maintainability, and reusability.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.238572","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=238572","","Software performance;Design engineering;Computer aided software engineering;Application software;Performance analysis;Maintenance engineering;Programming;Delay;Design methodology;Real time systems","quality control;real-time systems;software quality;software reliability","software performance engineering;performance objectives;real-time properties;design alternatives;SPE;performance requirements;understandability;maintainability;reusability","","52","","65","","","","","","IEEE","IEEE Journals & Magazines"
"If Prolog is the Answer, What is the Question? or What it Takes to Support AI Programming Paradigms","D. G. Bobrow","Intelligent Systems Laboratory, Xerox Palo Alto Research Center","IEEE Transactions on Software Engineering","","1985","SE-11","11","1401","1408","Knowledge programming, which makes use of the explicit representation and interpretation of knowledge to create intelligent programs, requires specialized languages and tools to help programmers. Prolog, an implementation of a logic programing language, provides some of these tools; it and other languages have been argued to be the ""best"" way to do such knowledge programming. This paper raises questions which suggest that any single paradigm of programming (e.g., logic programming or object-oriented programming) benefits by being integrated in a single environment with other paradigms of programming. Integration of these paradigms with each other, and within a flexible, user-friendly computing environment is also necessary. Such an environment must provide source level debugging and monitoring facilities, analysis and performance tuning tools, and an extended set of user communication programs.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.231888","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1701956","Artificial intelligence;knowledge programming;logic programming;loops;object-oriented programming;programming environments;programming paradigms","Artificial intelligence;Logic programming;Object oriented programming;Programming environments;Programming profession;Debugging;Computerized monitoring;Performance analysis;Kernel;Computer languages","","Artificial intelligence;knowledge programming;logic programming;loops;object-oriented programming;programming environments;programming paradigms","","9","","23","","","","","","IEEE","IEEE Journals & Magazines"
"A Note on Synthesis of Inductive Assertions","S. K. Basu","Department of Computer Science, University of Nebraska","IEEE Transactions on Software Engineering","","1980","SE-6","1","32","39","One of the principal impediments to widespread use of automated program verification methodology is due to the user burden of creating appropriate inductive assertions. In this paper, we investigate a class of programs for which such inductive assertions can be mechanically generated from Input-output specifications. This class of programs, called accumulating programs, are iterative realizations of problems in which the required output information is accumulated during successive passes over the input data structures. Obtaining invariant assertions for such programs is shown to be equivalent to the problem of generalizations of specifications to that over an extended closed data domain. For this purpose, a set of basis data elements are to be conceived of as generating the extended domain. An arbitary data element would thus be considered as uniquely decomposable into a sequence of basis elements. The structural relations between the components of a data element are used to extend program behavior and thus obtain the desired invariant.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1980.230460","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702692","Accumulating programs;inductive assertions;linear data domain;program verification","Data structures;Impedance;Computer science;Input variables;Binary trees","","Accumulating programs;inductive assertions;linear data domain;program verification","","6","","18","","","","","","IEEE","IEEE Journals & Magazines"
"Extending State Transition Diagrams for the Specification of Human–Computer Interaction","A. I. Wasserman","Section of Medical Information Science, University of California","IEEE Transactions on Software Engineering","","1985","SE-11","8","699","713","User Software Engineering is a methodology for the specification and implementation of interactive information systems. An early step in the methodology is the creation of a formal executable description of the user interaction with the system, based on augmented state transition diagrams. This paper shows the derivation of the USE transition diagrams based on perceived shortcomings of the ""pure"" state transition diagram approach. In this way, the features of the USE specification notation are gradually presented and illustrated. The paper shows both the graphical notation and the textual equivalent of the notation, and briefly describes the automated tools that support direct execution of the specification.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.232519","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702079","Executable specifications;interactive information systems;rapid prototyping;software development methodology;transition diagrams;user interfaces;User Software Engineering","User interfaces;Software engineering;Information systems;Software prototyping;Interactive systems;Design methodology;Programming;Command languages;Database languages;Information science","","Executable specifications;interactive information systems;rapid prototyping;software development methodology;transition diagrams;user interfaces;User Software Engineering","","18","","24","","","","","","IEEE","IEEE Journals & Magazines"
"Why Programming Environments Need Dynamic Data Types","J. W. Goodwin","Software Systems Research Center, Link&#246;ping University","IEEE Transactions on Software Engineering","","1981","SE-7","5","451","457","Data abstraction is a powerful source of program structure and abstraction. There is nothing about it, or the reasons why it works, which restricts it to static applications. Programming environments (PE's) especially need to use data types dynamically, since it is their function to support the programmer in all phases of work with a program. Thus, the PE must proceed smoothly from definition to use to editing of a type.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1981.230853","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702871","Compiler-oriented language;data abstraction;dynamic defining of types;Lisp;programming environments;strong typing","Programming environments;Dynamic programming;Runtime environment;Programming profession;Data structures;Software systems;Contracts;Stress;Program processors;Runtime library","","Compiler-oriented language;data abstraction;dynamic defining of types;Lisp;programming environments;strong typing","","2","","13","","","","","","IEEE","IEEE Journals & Magazines"
"Fault-Tolerant SoFtware Reliability Modeling","R. K. Scott; J. W. Gault; D. F. McAllister","IBM Corporation, Research Triangle Park; NA; NA","IEEE Transactions on Software Engineering","","1987","SE-13","5","582","592","In situations in which computers are used to manage life-critical situations, software errors that could arise due to inadequate or incomplete testing cannot be tolerated. This paper examines three methods of creating fault-tolerant software systems, Recovery Block, N-Version Programming, and Consensus Recovery Block, and it presents reliability models for each. The models are used to show that one method, the Consensus Recovery Block, is more reliable than the other two.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.233463","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702258","Consensus recovery block;fault-tolerant software;N-version programming;recovery block","Fault tolerance;Software reliability;Software testing;Software systems;Costs;Computer errors;Life testing;Fault tolerant systems;System testing;Guidelines","","Consensus recovery block;fault-tolerant software;N-version programming;recovery block","","64","","15","","","","","","IEEE","IEEE Journals & Magazines"
"Towards a Theory of Forward Error Recovery","A. Mili","Department of Informatics, Faculty of Sciences, University of Tunis","IEEE Transactions on Software Engineering","","1985","SE-11","8","735","748","When the state of a program in execution is accidentally altered, a recovery action may be needed before the execution can proceed on. Two approaches exist for the design of recovery actions: backward recovery consists of retrieving a previously saved correct state and restarting the computation; forward recovery consists of generating á (sufficiently) correct state from the current (not too) contaminated state. This paper presents a tentative framework for the study of forward error recovery and then discusses some preliminary results and some future research within the proposed framework.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.232523","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702083","Error recovery;exception handling;forward error recovery;program fault-tolerance;while statements","Error correction;Mathematics;Fault tolerance;Councils;Cities and towns;Informatics;Redundancy;Information analysis;Calculus","","Error recovery;exception handling;forward error recovery;program fault-tolerance;while statements","","4","","20","","","","","","IEEE","IEEE Journals & Magazines"
"Some design aspects of databases through Petri net modeling","G. S. Hura; H. Singh; N. K. Nanda","Department of Computer Science, Wright State University, Dayton, OH 45431; Department of Electrical and Computer Engineering, Wayne State University, Detroit, MI 48202; Department of Electronics and Communication Engineering, University of Roorkee, Roorkee 247672, India","IEEE Transactions on Software Engineering","","1986","SE-12","4","505","510","The authors exploit the concepts of Petri nets for the modeling of databases through a meaningful interpretation of various database structures. This has been achieved using, specifically, the reachability and conflict concepts of Petri nets. The concept of conflict has been given a mathematical interpretation to suit its applications to database structures. Starting with a network structure, a new class of application for the reachability equation has been proposed. Based upon this, an algorithm has been postulated to access the data paths between any two specified nodes in the database model. The goal is to provide useful data for the design of databases.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312897","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312897","Database structures;information retrieval decomposition;Petri nets — conflict and reachability concepts;state space representation of Petri nets","Databases;Firing;Petri nets;Mathematical model;Data models;Fires;Equations","database management systems;directed graphs","database design;databases;Petri net modeling;database structures;reachability;conflict;data paths","","6","","","","","","","","IEEE","IEEE Journals & Magazines"
"Comments, with reply, on ""Axiomatizing software test data adequacy"" by E.J. Weyuker","S. H. Zweben; J. S. Gourlay","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","IEEE Transactions on Software Engineering","","1989","15","4","496","501","E.J. Weyuker (ibid., vol.SE-12, p.1128-38, Dec. 1986) recently proposed a set of properties which should be satisfied by any reasonable criterion used to claim that a computer program has been adequately tested. The author called these properties 'axioms'. She also evaluated several well-known testing strategies with respect to these properties, and concluded that some of the commonly used strategies failed to satisfy several of the properties. The commenters question both the fundamental nature of the properties and the precision with which they are presented, and illustrate how a number of ideas in E.J. Weyuker's paper can be simplified and clarified through greater precision and a more consistent set of definitions. They also reanalyze the testing strategies after accounting for these inconsistencies. The strategies tend to work better as a result of this reanalysis. The author rebuts the commenter's arguments.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.16609","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=16609","","Software testing;Voting;Databases;Gaussian distribution;Operating systems;Robustness;Fault tolerant systems;Stochastic processes","program testing","software test data adequacy;program testing","","9","","1","","","","","","IEEE","IEEE Journals & Magazines"
"A rely and guarantee method for timed CSP: a specification and design of a telephone exchange","A. Kay; J. N. Reed","Comput. Lab., Oxford Univ., UK; Comput. Lab., Oxford Univ., UK","IEEE Transactions on Software Engineering","","1993","19","6","625","639","A rely and guarantee method for timed communicating sequential processes (TCPSs), by which the behavior of a component belonging to a composite system is specified in terms of what it guarantees to its neighbors and what it relies on from them, is described. The method is illustrated using an overview of the specification of a plain old telephone service together with part of a design that provably satisfies this specification. The specification and design deal with safety, liveness, and troublesome race conditions.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.232027","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=232027","","Telephony;Interconnected systems;Safety;Formal specifications;Switching systems;Protocols;Large-scale systems;Explosions;Europe;Concurrent computing","communicating sequential processes;formal specification;telecommunications computing;telephone exchanges","rely method;telephone exchange;guarantee method;timed communicating sequential processes;specification;telephone service;safety;liveness;troublesome race conditions","","16","","40","","","","","","IEEE","IEEE Journals & Magazines"
"On the optimal checkpointing of critical tasks and transaction-oriented systems","V. Grassi; L. Donatiello; S. Tucci","Dipartimento di Ingegeneria Elettronica, Rome Univ., Italy; NA; NA","IEEE Transactions on Software Engineering","","1992","18","1","72","77","The probability distribution of the overhead caused by the use of the checkpointing rollback recovery technique is evaluated in both cases of a single critical task and of an overall transaction-oriented system. This distribution is obtained in Laplace-Stieltjes transform form, from which all the moments can be easily calculated. Alternatively, inversion methods can be used to evaluate the distribution. The authors propose checkpointing strategies based on the above distribution in order to optimize performance criteria motivated, in the case of critical tasks, by real time constraints, and in the case of transaction-oriented systems, by the need of guaranteeing the users about the maximum system unavailability.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.120317","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=120317","","Checkpointing;Availability;Performance analysis;Database systems;Delay;Steady-state;Probability distribution;Constraint optimization;Real time systems;Resumes","database management systems;Laplace transforms;optimisation;real-time systems;transaction processing","optimal checkpointing;transaction-oriented systems;probability distribution;overhead;checkpointing rollback recovery technique;single critical task;Laplace-Stieltjes transform form;moments;inversion methods;checkpointing strategies;performance criteria;real time constraints;maximum system unavailability","","26","","12","","","","","","IEEE","IEEE Journals & Magazines"
"A structured approach to program optimization","P. Armenise","Eng.-Ingegneira Inf. SpA, Rome, Italy","IEEE Transactions on Software Engineering","","1989","15","2","101","108","Software engineering should provide software engineers with methodologies and tools suitable for use in that small number of applications where efficiency is really important. In order to do that, the optimization process should be a clearly visible phase of the software lifecycle (regardless of the particular software development paradigm adopted), so that it can be regulated, securing the production of good quality and efficient software. With this in mind, the author suggests an approach to program optimization based on a paradigm, a method, some principles and guidelines, and some well-known techniques.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.21737","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=21737","","Software engineering;Application software;Guidelines;Software quality;Costs;Optimization methods;Maintenance;Hardware;Production;Computer industry","software engineering","program optimization;software engineers;optimization process;software lifecycle;software development paradigm","","9","","33","","","","","","IEEE","IEEE Journals & Magazines"
"Software quality measurement based on fault-detection data","S. Weerahandi; R. E. Hausman","Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA","IEEE Transactions on Software Engineering","","1994","20","9","665","676","We develop a methodology to measure the quality levels of a number of releases of a software product in its evolution process. The proposed quality measurement plan is based on the faults detected in field operation of the software. We describe how fault discovery data can be analyzed and reported in a framework very similar to that of the QMP (quality measurement plan) proposed by B. Hoadley (1986). The proposed procedure is especially useful in situations where one has only very little data from the latest release. We present details of implementation of solutions to a class of models on the distribution of fault detection times. The conditions under which the families: exponential, Weibull, or Pareto distributions might be appropriate for fault detection times are discussed. In a variety of typical data sets that we investigated one of these families was found to provide a good fit for the data. The proposed methodology is illustrated with an example involving three releases of a software product, where the fault detection times are exponentially distributed. Another example for a situation where the exponential fit is not good enough is also considered.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.317425","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=317425","","Software quality;Software measurement;Fault detection;Area measurement;Data analysis;Surveillance;Switching systems;Software systems;Telephony;Time measurement","software quality;software metrics;software reliability","software quality measurement;fault-detection data;quality levels;software product;quality measurement plan;field operation;fault discovery data;QMP;exponential;Weibull;Pareto distribution;data sets","","5","","18","","","","","","IEEE","IEEE Journals & Magazines"
"Generic lifecycle support in the ALMA environment","A. Van Lamsweerde; B. Delcourt; E. Delor; M. -. Schayes; R. Champagne","Inst. d'Inf., Namur Univ., Belgium; Inst. d'Inf., Namur Univ., Belgium; NA; NA; NA","IEEE Transactions on Software Engineering","","1988","14","6","720","741","ALMA is an environment kernel supporting the elaboration, analysis, documentation, and maintenance of the various products developed during an entire software lifecycle. Its central component is an environment database in which properties about software objects and relations are collected. Two kinds of tools are provided: high-level tools and syntax-directed tools. A basic feature of the ALMA kernel is its genericity. Tools of the first kind are parameterized on software lifecycle models while tools of the second kind are parameterized on formalisms. Versions of specific models and formalisms are generated by a meta-environment, which also generates the environment database structure tailored to the desired lifecycle model. The database support meta-system and the instatiated database support systems it generates are emphasized, including the architectural design decisions made and the mechanisms introduced for achieving parameterization on lifecycle models.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.6153","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6153","","Software maintenance;Software tools;Object oriented modeling;Kernel;Spatial databases;Object oriented databases;Relational databases;Documentation;Data models;Productivity","database management systems;programming environments;software tools;system documentation;systems analysis","programming environments;system documentation;ALMA;environment kernel;software lifecycle;environment database;software objects;high-level tools;syntax-directed tools","","20","","38","","","","","","IEEE","IEEE Journals & Magazines"
"Performance of a composite attribute and join index","B. C. Desai","Dept. of Comput. Sci., Concordia Univ., Montreal, Que., Canada","IEEE Transactions on Software Engineering","","1989","15","2","142","152","The use of a composite index known as the B/sub c/-tree is presented; it is based on the concept of the B/sup +/-tree and serves the dual purpose of an attribute and join index and indirectly implements the link sets. The leaf node of the B/sub c/-tree incorporates in each leaf node a reference to all tuples in the database that share common data values of a shared domain. In addition to improving the performance of the join and selection operations, the composite index facilitate the enforcement of structural integrity constraints. The author also presents the results of simulations that compare the performance of this approach with the simple join technique. The proposed approach, in the case of the simulated database, is seen to provide better performance for an average domain value size of greater than between 2 and 4 bytes.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.21741","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=21741","","Relational databases;Data structures;Application software;Database languages;Data models;Dispersion;Artificial intelligence;Computer aided manufacturing;CADCAM","data structures;relational databases","attribute index;composite index;B/sub c/-tree;B/sup +/-tree;join index;tuples;database;common data values;structural integrity constraints","","10","","33","","","","","","IEEE","IEEE Journals & Magazines"
