"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"issue","2017621","","","","","","","","","","","MIS Q.","September 1983","7","3","","September","1983","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017521","Gary W. Dickson","","","","Editorial Preview","ii--ii","","","","","MIS Q.","June 1980","4","2","","June","1980","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025494","Gary W. Dickson","","","","Editorial Preview","iii--iii","","","","","MIS Q.","December 1979","3","4","","December","1979","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177699","Arun  Rai","","","","Editor's Comments: The MIS Quarterly As a Platform for Engagement","iii--vii","","","","","MIS Q.","September 2017","41","3","","September","2017","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","244786","","Bob  Zmud","","","","","","","","","MIS Q.","Sept. 1996","20","3","","September","1996","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017570","Gary W. Dickson","","","","Editorial Preview","iii--iii","","","","","MIS Q.","December 1981","5","4","","December","1981","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","210986","","Robert  Zmud","","","","","","","","","MIS Q.","June 1995","19","2","","June","1995","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","110309","","Blake  Ives and Michael  Ginzberg","","","","","","","","","MIS Q.","March 1992","16","1","","March","1992","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2871283","","Paulo B. Goes","","","","","","","","","MIS Q.","December 2014","38","4","","December","2014","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","3177649","","Arun  Rai","","","","","","","","","MIS Q.","December 2016","40","4","","December","2016","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2025436","","","","","","","","","","","MIS Q.","December 1988","12","4","","December","1988","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017336","","","","","","","","","","","MIS Q.","September 2007","31","3","","September","2007","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017366","","","","","","","","","","","MIS Q.","June 2008","32","2","","June","2008","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017470","","","","","","","","","","","MIS Q.","September 2010","34","3","","September","2010","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017483","","","","","","","","","","","MIS Q.","March 2011","35","1","","March","2011","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017496","","","","","","","","","","","MIS Q.","Decenber 2010","34","4","","December","2010","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017549","","","","","","","","","","","MIS Q.","March 1981","5","1","","March","1981","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017296","","","","","","","","","","","MIS Q.","September 2006","30","3","","September","2006","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","96023","","James C. Emery","","","","","","","","","MIS Q.","Sep. 1990","14","3","","September","1990","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2025396","","","","","","","","","","","MIS Q.","March 1977","1","1","","March","1977","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2025419","","","","","","","","","","","MIS Q.","December 1977","1","4","","December","1977","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017123","","","","","","","","","","","MIS Q.","December 2000","24","4","","December","2000","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2208923","","","","","","","","","","","MIS Q.","September 2011","35","3","","September","2011","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2208940","","","","","","","","","","","MIS Q.","December 2011","35","4","","December","2011","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017219","","","","","","","","","","","MIS Q.","June 2004","28","2","","June","2004","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"issue","2017236","","","","","","","","","","","MIS Q.","December 2004","28","4","","December","2004","","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
